Station,Datetime,Departures,Arrivals,Net_Flow,Risk_Type,Estimated_Bikes_To_Move,Rebalancing_Direction,Priority_Score,Priority_Level
Little Norway Park,2022-04-24 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-07-10 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-07-14 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Leslie St / Commissioners St,2024-05-18 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Bay St / Queens Quay W (Ferry Terminal),2022-05-20 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2022-06-04 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2022-07-15 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2022-07-20 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Lynn Williams St / East Liberty St,2024-04-30 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lynn Williams St / East Liberty St - SMART,2022-06-14 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lynn Williams St / East Liberty St - SMART,2022-06-29 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lynn Williams St / Pirandello St,2024-04-30 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Little Norway Park,2022-07-01 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis St / Queens Quay E,2024-04-23 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Little Norway Park,2024-04-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Little Norway Park,2024-05-26 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Logan Ave / Gerrard St E,2024-05-16 07:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lower Jarvis / Queens Quay E,2022-05-28 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis / Queens Quay E,2022-06-10 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis / Queens Quay E,2022-06-15 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lower Jarvis / Queens Quay E,2022-08-19 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis / Queens Quay E,2022-09-03 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis / Queens Quay E,2022-09-18 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis St / Queens Quay E,2024-04-22 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Little Norway Park,2022-08-17 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2022-12-08 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-12-20 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-01-03 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-01-09 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-01-10 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-01-19 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-01-22 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-01-29 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-06-21 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Wellesley St W,2024-05-09 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-09-20 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-09-20 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-09-26 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-09-29 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-10-05 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-10-12 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-10-17 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-15 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island,2025-08-17 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-08-11 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-04-19 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-05-02 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-03-18 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-03-21 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-02-08 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-02-15 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-02-21 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-02-22 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Centre Island Ferry Dock,2025-05-30 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-12-05 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-06-12 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bremner Blvd / Rees St,2024-04-08 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bremner Blvd / Rees St,2024-04-09 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bremner Blvd / Rees St,2024-05-03 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Carlton St / Parliament St,2024-04-08 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Central Tech  (Harbord St),2024-05-14 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island,2025-07-21 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island,2025-07-26 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-02-28 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Centre Island Ferry Dock,2025-05-31 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-05-30 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-06-14 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-06-16 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
John St  / Mercer St - SMART,2024-06-02 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
John St  / Mercer St - SMART,2025-06-11 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
John St  / Mercer St - SMART,2025-06-11 23:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / Berkeley St,2024-02-21 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / Berkeley St,2024-04-10 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / Berkeley St,2024-05-29 21:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island,2025-08-17 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / Church St,2024-06-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St E / Church St,2024-06-07 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St E / Jarvis St,2024-05-08 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / River St,2022-05-15 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / River St,2022-05-17 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / River St,2024-05-10 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / River St,2024-05-26 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Jarvis St / Dundas St E,2024-04-08 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Jarvis St / Dundas St E,2024-05-16 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / Church St,2024-05-07 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-10-20 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-10-20 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-10-27 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / River St,2024-06-04 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / River St,2024-06-05 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / Victoria St,2024-06-04 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St E / Victoria St,2024-06-06 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St E / Victoria St,2024-06-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (East Side),2022-07-26 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2022-04-28 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (East Side),2024-02-22 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (East Side),2024-04-17 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (East Side),2024-05-02 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-07-01 09:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-04 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-07 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-08 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-10 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-11 22:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-06-14 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (East Side),2024-02-08 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bayview Ave / Lawren Harris Square,2024-02-28 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Beaty Ave / Queen St W,2024-01-30 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Beaty Ave / Queen St W,2024-05-08 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Berkeley St / Adelaide St E - SMART,2022-08-23 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Berkeley St / Adelaide St E - SMART,2024-03-11 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Beverley  St / Dundas St W,2022-08-24 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Beverley St / College St,2024-03-18 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Beverley St / Dundas St W,2024-03-21 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Beverley St / Dundas St W,2024-05-18 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-04-19 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Beverley St / Dundas St W,2024-05-24 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-05-06 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-07 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-07 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-14 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-14 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-04-23 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-04-24 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Beverley St / Dundas St W,2024-05-23 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Wellesley St W,2024-05-16 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Wellesley St W,2024-05-18 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Wellesley St W,2024-05-31 09:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-05-27 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-28 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-30 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-31 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-31 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-31 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bayview Ave / Lawren Harris Square,2022-05-30 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-06-03 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-15 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-15 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-16 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-05-22 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bloor St W / Shaw St - SMART,2025-07-18 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bloor St W / Shaw St - SMART,2025-07-18 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-01-16 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-01-26 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Bay St (West Side),2024-06-03 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-03-27 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-04-09 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-04-10 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-04-15 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-04-15 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-03-07 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-03-08 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-03-12 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-03-13 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-04-25 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Centre Island,2025-08-03 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island,2025-08-03 21:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island,2025-08-10 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bond St / Queen St E,2024-02-08 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-02-26 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-02-27 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-03-18 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bond St / Queen St E,2024-03-26 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
